Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	CBM2	AA10	uniprot	Domains
A0A6M4PUS6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-349	34-224	A0A6M4PUS6	AA10+CBM2
A0A6M4WW29|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-231)+CBM2(257-346)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	257-346	42-231	A0A6M4WW29	AA10+CBM2
A0A6N9UA92|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-350	34-224	A0A6N9UA92	AA10+CBM2
A0A6N9UQN6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A6N9UQN6	AA10+CBM2
A0A6N9V303|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A6N9V303	AA10+CBM2
A0A7C9P2B5|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(48-134)	CBM2_e70	N	Y(1-33)	2	48-134		A0A7C9P2B5	CBM2
A0A7D5VLL1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-353	34-224	A0A7D5VLL1	AA10+CBM2
A0A7D6CBE2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(98-287)+CBM2(334-428)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	334-428	98-287	A0A7D6CBE2	AA10+CBM2
A0A7G1NZJ8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(54-243)+CBM2(269-359)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-359	54-243	A0A7G1NZJ8	AA10+CBM2
A0A7G7BHK5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(267-357)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	267-357	35-225	A0A7G7BHK5	AA10+CBM2
A0A7H0HZP3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(41-230)+CBM2(261-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-41)	3	261-352	41-230	A0A7H0HZP3	AA10+CBM2
A0A7H0ISA5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-231)+CBM2(257-346)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	257-346	42-231	A0A7H0ISA5	AA10+CBM2
A0A7H1Q0D3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-355	34-224	A0A7H1Q0D3	AA10+CBM2
A0A7H8I1I3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(19-207)+CBM2(265-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-19)	3	265-359	19-207	A0A7H8I1I3	AA10+CBM2
A0A7H8KZX4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(292-382)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	292-382	33-223	A0A7H8KZX4	AA10+CBM2
A0A7H8M1E9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-350	33-224	A0A7H8M1E9	AA10+CBM2
A0A7H8MGB9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	261-349	35-225	A0A7H8MGB9	AA10+CBM2
A0A7H8T3T2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-237)+CBM2(263-352)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	263-352	48-237	A0A7H8T3T2	AA10+CBM2
A0A7H8XNZ4|unreviewed|Lytic	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(276-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	276-365	33-222	A0A7H8XNZ4	AA10+CBM2
A0A7J0CAF4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(284-373)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	284-373	35-225	A0A7J0CAF4	AA10+CBM2
A0A7J0D3U6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(271-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	271-365	35-225	A0A7J0D3U6	AA10+CBM2
A0A7J5C997|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(277-372)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	277-372	33-222	A0A7J5C997	AA10+CBM2
A0A7J5DK43|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(55-244)+CBM2(270-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	270-358	55-244	A0A7J5DK43	AA10+CBM2
A0A7K2I6D0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(14-204)+CBM2(243-335)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	243-335	14-204	A0A7K2I6D0	AA10+CBM2
A0A7K2LVM1|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(8-97)	CBM2_e70	N	N	2	8-97		A0A7K2LVM1	CBM2
A0A7K2NM19|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A7K2NM19	AA10+CBM2
A0A7K2PVN8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(249-338)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	249-338	34-223	A0A7K2PVN8	AA10+CBM2
A0A7K2SJT8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	261-349	35-225	A0A7K2SJT8	AA10+CBM2
A0A7K2TSQ7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-351	34-224	A0A7K2TSQ7	AA10+CBM2
A0A7K2W587|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(265-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	265-355	34-224	A0A7K2W587	AA10+CBM2
A0A7K3E304|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(21-210)+CBM2(236-325)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	236-325	21-210	A0A7K3E304	AA10+CBM2
A0A7K3EYC5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-354	35-225	A0A7K3EYC5	AA10+CBM2
A0A7K3GGZ9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A7K3GGZ9	AA10+CBM2
A0A7K3X4U3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(271-366)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	271-366	33-222	A0A7K3X4U3	AA10+CBM2
A0A7L5T242|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	48-239	A0A7L5T242	AA10+CBM2
A0A7L6B4N6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-224)+CBM2(281-376)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	281-376	35-224	A0A7L6B4N6	AA10+CBM2
A0A7M2SF22|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(268-357)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	268-357	53-242	A0A7M2SF22	AA10+CBM2
A0A7M2T7B1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(262-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	262-350	34-224	A0A7M2T7B1	AA10+CBM2
A0A7T4PBK6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(54-244)+CBM2(278-368)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	278-368	54-244	A0A7T4PBK6	AA10+CBM2
A0A7T7KVI2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(52-241)+CBM2(267-356)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	267-356	52-241	A0A7T7KVI2	AA10+CBM2
A0A7U9H9A9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A7U9H9A9	AA10+CBM2
A0A7W0DM70|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-237)+CBM2(264-355)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	264-355	48-237	A0A7W0DM70	AA10+CBM2
A0A7W2D3J8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-237)+CBM2(264-353)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	264-353	48-237	A0A7W2D3J8	AA10+CBM2
A0A7W2HT73|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(52-241)+CBM2(278-367)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-52)	3	278-367	52-241	A0A7W2HT73	AA10+CBM2
A0A7W2YYF6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(274-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	274-363	48-239	A0A7W2YYF6	AA10+CBM2
A0A7W3NR30|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-355	34-224	A0A7W3NR30	AA10+CBM2
A0A7W4ZMN9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A7W4ZMN9	AA10+CBM2
A0A7W5AI96|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(274-366)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	274-366	29-222	A0A7W5AI96	AA10+CBM2
A0A7W7DJI4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A7W7DJI4	AA10+CBM2
A0A7W7FZT3|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(30-223)+CBM2(278-364)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-30)	3	278-364	30-223	A0A7W7FZT3	AA10+CBM2
A0A7W7GYV4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(28-221)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-28)	3	261-350	28-221	A0A7W7GYV4	AA10+CBM2
A0A7W7HHS2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(268-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	268-360	29-222	A0A7W7HHS2	AA10+CBM2
A0A7W7IDF5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(58-249)+CBM2(287-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-58)	3	287-374	58-249	A0A7W7IDF5	AA10+CBM2
A0A7W7MRC4|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(31-223)+CBM2(272-363)	AA10_e30+CBM2_e35	AA10+CBM2	Y(1-31)	3	272-363	31-223	A0A7W7MRC4	AA10+CBM2
A0A7W7PTY2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-349	34-224	A0A7W7PTY2	AA10+CBM2
A0A7W7SVP3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(262-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	262-356	33-221	A0A7W7SVP3	AA10+CBM2
A0A7W7VD19|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-222)+CBM2(252-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	252-348	34-222	A0A7W7VD19	AA10+CBM2
A0A7W8FCQ6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-347)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-347	34-224	A0A7W8FCQ6	AA10+CBM2
A0A7W9HA34|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-240)+CBM2(266-355)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-355	51-240	A0A7W9HA34	AA10+CBM2
A0A7W9IJN7|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(108-194)	CBM2_e70	N	Y(1-29)	2	108-194		A0A7W9IJN7	CBM2
A0A7W9M231|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(280-375)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	280-375	34-223	A0A7W9M231	AA10+CBM2
A0A7W9NN11|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(27-215)+CBM2(243-335)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-27)	3	243-335	27-215	A0A7W9NN11	AA10+CBM2
A0A7W9PRU7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(4-189)	AA10_e30	AA10+CBM2	N	3		4-189	A0A7W9PRU7	AA10
A0A7W9TKR8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A7W9TKR8	AA10+CBM2
A0A7X0GLN1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A7X0GLN1	AA10+CBM2
A0A7X0IE64|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-214)+CBM2(240-329)	AA10_e30+CBM2_e70	N	Y(1-32)	2	240-329	33-214	A0A7X0IE64	AA10+CBM2
A0A7X0LQ64|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(22-212)+CBM2(256-345)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	256-345	22-212	A0A7X0LQ64	AA10+CBM2
A0A7X1M8P6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(268-357)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	268-357	53-242	A0A7X1M8P6	AA10+CBM2
A0A7X6B0W1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(273-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	273-362	48-239	A0A7X6B0W1	AA10+CBM2
A0A7Y0B916|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(280-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	280-370	35-225	A0A7Y0B916	AA10+CBM2
A0A7Y0JEC8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(274-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	274-363	34-224	A0A7Y0JEC8	AA10+CBM2
A0A7Y0PEH3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(261-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	261-351	29-222	A0A7Y0PEH3	AA10+CBM2
A0A7Y3LV14|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	265-354	50-239	A0A7Y3LV14	AA10+CBM2
A0A7Z0BCF8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(268-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	268-363	33-222	A0A7Z0BCF8	AA10+CBM2
A0A7Z0NSW6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(20-209)+CBM2(248-342)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-20)	3	248-342	20-209	A0A7Z0NSW6	AA10+CBM2
A0A7Z0PZ41|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(49-239)+CBM2(286-376)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	286-376	49-239	A0A7Z0PZ41	AA10+CBM2
A0A840NXD2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-226)+CBM2(272-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	272-362	40-226	A0A840NXD2	AA10+CBM2
A0A840VKG9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(283-378)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	283-378	33-222	A0A840VKG9	AA10+CBM2
A0A841D042|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(126-213)	CBM2_e70	N	N	2	126-213		A0A841D042	CBM2
A0A846Z8A6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-349	33-224	A0A846Z8A6	AA10+CBM2
A0A850CCJ8|unreviewed|CBM2	1.14.99.54|1.14.99.56|-	AA10(39-231)+CBM2(274-362)	AA10_e50+CBM2_e125	AA10+CBM2	Y(1-41)	3	274-362	39-231	A0A850CCJ8	AA10+CBM2
A0A852V6J6|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(77-162)	CBM2_e70	N	Y(1-41)	2	77-162		A0A852V6J6	CBM2
A0A896W2R5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-349	34-224	A0A896W2R5	AA10+CBM2
A0A8D3WDE5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(262-347)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	262-347	45-234	A0A8D3WDE5	AA10+CBM2
A0A8D3WM25|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-354	35-225	A0A8D3WM25	AA10+CBM2
A0A8H9H2M2|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(56-239)+CBM2(294-381)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-56)	3	294-381	56-239	A0A8H9H2M2	AA10+CBM2
A0A8I2E3A7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(266-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	266-354	35-225	A0A8I2E3A7	AA10+CBM2
A0A8J3C4B7|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(24-216)+CBM2(265-357)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-57)	3	265-357	24-216	A0A8J3C4B7	AA10+CBM2
A0A8J3N5H7|unreviewed|CBM2	-	CBM2(74-173)	CBM2_e97	N	N	2	74-173		A0A8J3N5H7	CBM2
A0A8J3SYF7|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(88-175)	CBM2_e70	N	Y(1-37)	2	88-175		A0A8J3SYF7	CBM2
A0A8J3T5M3|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(87-174)	CBM2_e70	N	Y(1-37)	2	87-174		A0A8J3T5M3	CBM2
A0A8J3W6H5|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(99-184)	CBM2_e70	N	Y(1-39)	2	99-184		A0A8J3W6H5	CBM2
A0A8J3WEQ3|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(93-178)	CBM2_e70	N	Y(1-26)	2	93-178		A0A8J3WEQ3	CBM2
A0A917KUI1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(53-242)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	53-242	A0A917KUI1	AA10+CBM2
A0A917VHU9|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(2-91)	CBM2_e70	N	N	2	2-91		A0A917VHU9	CBM2
A0A917VNG5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(25-214)+CBM2(240-329)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	240-329	25-214	A0A917VNG5	AA10+CBM2
A0A918ANG3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(257-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	257-351	34-223	A0A918ANG3	AA10+CBM2
A0A918CQ15|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(49-238)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-38)	3	264-352	49-238	A0A918CQ15	AA10+CBM2
A0A918ES66|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(26-216)+CBM2(255-343)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-26)	3	255-343	26-216	A0A918ES66	AA10+CBM2
A0A918ETE9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(257-346)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	257-346	34-224	A0A918ETE9	AA10+CBM2
A0A918FCS1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-46)	3	261-350	46-235	A0A918FCS1	AA10+CBM2
A0A918FR02|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	261-350	46-235	A0A918FR02	AA10+CBM2
A0A918GNW1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	260-349	34-224	A0A918GNW1	AA10+CBM2
A0A918I4I2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(263-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	263-353	35-225	A0A918I4I2	AA10+CBM2
A0A918KJY0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-351)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	261-351	34-224	A0A918KJY0	AA10+CBM2
A0A918KRI6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-240)+CBM2(266-355)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-355	51-240	A0A918KRI6	AA10+CBM2
A0A918LYS0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(49-238)+CBM2(264-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-49)	3	264-353	49-238	A0A918LYS0	AA10+CBM2
A0A918R5A0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(25-215)+CBM2(253-343)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	253-343	25-215	A0A918R5A0	AA10+CBM2
A0A919BRM2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(272-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	272-362	35-225	A0A919BRM2	AA10+CBM2
A0A919DUP6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(263-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	263-352	33-223	A0A919DUP6	AA10+CBM2
A0A919EAA1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(263-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	263-353	34-224	A0A919EAA1	AA10+CBM2
A0A919EUK7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-349	34-224	A0A919EUK7	AA10+CBM2
A0A919GDD7|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(106-194)	CBM2_e70	N	Y(1-34)	2	106-194		A0A919GDD7	CBM2
A0A919GDE6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(287-377)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	287-377	33-223	A0A919GDE6	AA10+CBM2
A0A919HIY4|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(2-89)	CBM2_e70	N	N	2	2-89		A0A919HIY4	CBM2
A0A919IGS4|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(28-221)+CBM2(271-361)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-28)	3	271-361	28-221	A0A919IGS4	AA10+CBM2
A0A919J5J7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(31-224)+CBM2(282-371)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	282-371	31-224	A0A919J5J7	AA10+CBM2
A0A919JP70|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(272-364)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	272-364	29-222	A0A919JP70	AA10+CBM2
A0A919K2F1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(30-223)+CBM2(280-372)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-30)	3	280-372	30-223	A0A919K2F1	AA10+CBM2
A0A919L2D0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	260-349	45-234	A0A919L2D0	AA10+CBM2
A0A919N751|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(28-221)+CBM2(262-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-28)	3	262-353	28-221	A0A919N751	AA10+CBM2
A0A919NRS7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-225)+CBM2(281-373)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	281-373	33-225	A0A919NRS7	AA10+CBM2
A0A919TGX4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(31-224)+CBM2(279-371)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	279-371	31-224	A0A919TGX4	AA10+CBM2
